species,file,row_index,common_name,collection,author,duration_s,n_clips,fold
bugtan,/scratch/pdoshi/audio_comp/birdclef_audio/bugtan_0177.wav,177,Blue-gray Tanager,XC,Patricio Mena Valenzuela,34.282,6,2
bugtan,/scratch/pdoshi/audio_comp/birdclef_audio/bugtan_0178.wav,178,Blue-gray Tanager,XC,Patricio Mena Valenzuela,16.69,3,3
bugtan,/scratch/pdoshi/audio_comp/birdclef_audio/bugtan_0179.wav,179,Blue-gray Tanager,iNat,Paula Pineda,7.214,1,4
butsal1,/scratch/pdoshi/audio_comp/birdclef_audio/butsal1_0180.wav,180,Buff-throated Saltator,XC,Juan Freile,67.998,13,0
butsal1,/scratch/pdoshi/audio_comp/birdclef_audio/butsal1_0181.wav,181,Buff-throated Saltator,XC,Sjoerd Mayer,17.268,3,1
butsal1,/scratch/pdoshi/audio_comp/birdclef_audio/butsal1_0182.wav,182,Buff-throated Saltator,XC,Jerome Fischer,30.77,6,2
butsal1,/scratch/pdoshi/audio_comp/birdclef_audio/butsal1_0183.wav,183,Buff-throated Saltator,XC,JAYRSON ARAUJO DE OLIVEIRA,18.576,3,3
butsal1,/scratch/pdoshi/audio_comp/birdclef_audio/butsal1_0184.wav,184,Buff-throated Saltator,XC,Jacob Wijpkema,65.374,13,4
butsal1,/scratch/pdoshi/audio_comp/birdclef_audio/butsal1_0185.wav,185,Buff-throated Saltator,XC,Jeremy Minns,114.178,22,0
butsal1,/scratch/pdoshi/audio_comp/birdclef_audio/butsal1_0186.wav,186,Buff-throated Saltator,XC,Paul Driver,10.766,2,1
butsal1,/scratch/pdoshi/audio_comp/birdclef_audio/butsal1_0187.wav,187,Buff-throated Saltator,XC,Jeremy Minns,134.454,26,2
butsal1,/scratch/pdoshi/audio_comp/birdclef_audio/butsal1_0188.wav,188,Buff-throated Saltator,XC,JAYRSON ARAUJO DE OLIVEIRA,20.952,4,3
butsal1,/scratch/pdoshi/audio_comp/birdclef_audio/butsal1_0189.wav,189,Buff-throated Saltator,XC,Dante Buzzetti,41.014,8,4
butsal1,/scratch/pdoshi/audio_comp/birdclef_audio/butsal1_0190.wav,190,Buff-throated Saltator,XC,Myornis,73.458,14,0
butsal1,/scratch/pdoshi/audio_comp/birdclef_audio/butsal1_0191.wav,191,Buff-throated Saltator,XC,JAYRSON ARAUJO DE OLIVEIRA,17.882,3,1
butsal1,/scratch/pdoshi/audio_comp/birdclef_audio/butsal1_0192.wav,192,Buff-throated Saltator,XC,Richard E. Webster,37.214,7,2
butsal1,/scratch/pdoshi/audio_comp/birdclef_audio/butsal1_0193.wav,193,Buff-throated Saltator,XC,Cicero Simão Lima Santos,49.528,9,3
butsal1,/scratch/pdoshi/audio_comp/birdclef_audio/butsal1_0194.wav,194,Buff-throated Saltator,XC,Jeremy Minns,33.15,6,4
butsal1,/scratch/pdoshi/audio_comp/birdclef_audio/butsal1_0195.wav,195,Buff-throated Saltator,XC,Bobby Wilcox,40.106,8,0
butsal1,/scratch/pdoshi/audio_comp/birdclef_audio/butsal1_0196.wav,196,Buff-throated Saltator,XC,Odirlei Vieira da Fonseca,10.426,2,1
butsal1,/scratch/pdoshi/audio_comp/birdclef_audio/butsal1_0197.wav,197,Buff-throated Saltator,XC,Oscar Ramírez Alán,2.874,1,2
butsal1,/scratch/pdoshi/audio_comp/birdclef_audio/butsal1_0198.wav,198,Buff-throated Saltator,XC,Bernabe Lopez-Lanus,35.738,7,3
butsal1,/scratch/pdoshi/audio_comp/birdclef_audio/butsal1_0199.wav,199,Buff-throated Saltator,XC,Eric DeFonso,48.178,9,4
chbant1,/scratch/pdoshi/audio_comp/birdclef_audio/chbant1_0200.wav,200,Chestnut-backed Antbird,XC,Myornis,8.742,1,0
chbant1,/scratch/pdoshi/audio_comp/birdclef_audio/chbant1_0201.wav,201,Chestnut-backed Antbird,XC,Myornis,10.83,2,1
chbant1,/scratch/pdoshi/audio_comp/birdclef_audio/chbant1_0202.wav,202,Chestnut-backed Antbird,XC,Sander Bot,23.694,4,2
chbant1,/scratch/pdoshi/audio_comp/birdclef_audio/chbant1_0203.wav,203,Chestnut-backed Antbird,XC,GABRIEL LEITE,27.336,5,3
chbant1,/scratch/pdoshi/audio_comp/birdclef_audio/chbant1_0204.wav,204,Chestnut-backed Antbird,XC,Allen T. Chartier,11.904,2,4
chbant1,/scratch/pdoshi/audio_comp/birdclef_audio/chbant1_0205.wav,205,Chestnut-backed Antbird,XC,GABRIEL LEITE,12.504,2,0
chbant1,/scratch/pdoshi/audio_comp/birdclef_audio/chbant1_0206.wav,206,Chestnut-backed Antbird,XC,Marcelo Araya-Salas,224.482,44,1
chbant1,/scratch/pdoshi/audio_comp/birdclef_audio/chbant1_0207.wav,207,Chestnut-backed Antbird,XC,Daniel Lane,81.774,16,2
chbant1,/scratch/pdoshi/audio_comp/birdclef_audio/chbant1_0208.wav,208,Chestnut-backed Antbird,iNat,Sam Darmstadt,3.032,1,3
chbant1,/scratch/pdoshi/audio_comp/birdclef_audio/chbant1_0209.wav,209,Chestnut-backed Antbird,XC,Kent Livezey,9.446,1,4
chbant1,/scratch/pdoshi/audio_comp/birdclef_audio/chbant1_0210.wav,210,Chestnut-backed Antbird,XC,Yoann Blanchon,11.61,2,0
chbant1,/scratch/pdoshi/audio_comp/birdclef_audio/chbant1_0211.wav,211,Chestnut-backed Antbird,iNat,Liam Pentangelo,14.162,2,1
chbant1,/scratch/pdoshi/audio_comp/birdclef_audio/chbant1_0212.wav,212,Chestnut-backed Antbird,XC,Myornis,29.566,5,2
chbant1,/scratch/pdoshi/audio_comp/birdclef_audio/chbant1_0213.wav,213,Chestnut-backed Antbird,XC,Olaf Jahn,6.826,1,3
chbant1,/scratch/pdoshi/audio_comp/birdclef_audio/chbant1_0214.wav,214,Chestnut-backed Antbird,iNat,Charlie Darmstadt,1.516,1,4
chbant1,/scratch/pdoshi/audio_comp/birdclef_audio/chbant1_0215.wav,215,Chestnut-backed Antbird,XC,brendan sloan,18.992,3,0
chbant1,/scratch/pdoshi/audio_comp/birdclef_audio/chbant1_0216.wav,216,Chestnut-backed Antbird,XC,Charlie Vogt,61.398,12,1
chbant1,/scratch/pdoshi/audio_comp/birdclef_audio/chbant1_0217.wav,217,Chestnut-backed Antbird,XC,Oliver Komar,23.174,4,2
chbant1,/scratch/pdoshi/audio_comp/birdclef_audio/chbant1_0218.wav,218,Chestnut-backed Antbird,XC,Danny Zapata-Henao,27.486,5,3
chbant1,/scratch/pdoshi/audio_comp/birdclef_audio/chbant1_0219.wav,219,Chestnut-backed Antbird,XC,Jerome Fischer,64.998,12,4
compau,/scratch/pdoshi/audio_comp/birdclef_audio/compau_0220.wav,220,Common Pauraque,iNat,Jon McIntyre,24.206,4,0
compau,/scratch/pdoshi/audio_comp/birdclef_audio/compau_0221.wav,221,Common Pauraque,iNat,Evan Centanni,4.848,1,1
compau,/scratch/pdoshi/audio_comp/birdclef_audio/compau_0222.wav,222,Common Pauraque,XC,Dante Buzzetti,30.284,6,2
compau,/scratch/pdoshi/audio_comp/birdclef_audio/compau_0223.wav,223,Common Pauraque,iNat,Unknown,50.806,10,3
compau,/scratch/pdoshi/audio_comp/birdclef_audio/compau_0224.wav,224,Common Pauraque,XC,Carlos Delgado JUMABITA,15.116,3,4
compau,/scratch/pdoshi/audio_comp/birdclef_audio/compau_0225.wav,225,Common Pauraque,iNat,Ulf Mehlig,65.51,13,0
compau,/scratch/pdoshi/audio_comp/birdclef_audio/compau_0226.wav,226,Common Pauraque,iNat,Millie Basden,46.918,9,1
compau,/scratch/pdoshi/audio_comp/birdclef_audio/compau_0227.wav,227,Common Pauraque,XC,Douglas Meyer,3.754,1,2
compau,/scratch/pdoshi/audio_comp/birdclef_audio/compau_0228.wav,228,Common Pauraque,iNat,Hans Holbrook,15.942,3,3
compau,/scratch/pdoshi/audio_comp/birdclef_audio/compau_0229.wav,229,Common Pauraque,iNat,Unknown,28.106,5,4
compau,/scratch/pdoshi/audio_comp/birdclef_audio/compau_0230.wav,230,Common Pauraque,iNat,sshe,15.262,3,0
compau,/scratch/pdoshi/audio_comp/birdclef_audio/compau_0231.wav,231,Common Pauraque,XC,Niels Krabbe,66.162,13,1
compau,/scratch/pdoshi/audio_comp/birdclef_audio/compau_0232.wav,232,Common Pauraque,XC,Leonardo Ordóñez-Delgado,90.266,18,2
compau,/scratch/pdoshi/audio_comp/birdclef_audio/compau_0233.wav,233,Common Pauraque,XC,José María Loaiza B.,29.386,5,3
compau,/scratch/pdoshi/audio_comp/birdclef_audio/compau_0234.wav,234,Common Pauraque,iNat,Gonzalo Roget,11.538,2,4
compau,/scratch/pdoshi/audio_comp/birdclef_audio/compau_0235.wav,235,Common Pauraque,XC,JAYRSON ARAUJO DE OLIVEIRA,30.72,6,0
compau,/scratch/pdoshi/audio_comp/birdclef_audio/compau_0236.wav,236,Common Pauraque,XC,Manuel Grosselet,248.858,49,1
compau,/scratch/pdoshi/audio_comp/birdclef_audio/compau_0237.wav,237,Common Pauraque,XC,Yair Guillermo Molina Martínez.,58.558,11,2
compau,/scratch/pdoshi/audio_comp/birdclef_audio/compau_0238.wav,238,Common Pauraque,XC,Andres Angulo ,42.654,8,3
compau,/scratch/pdoshi/audio_comp/birdclef_audio/compau_0239.wav,239,Common Pauraque,XC,Andres Angulo ,48.73,9,4
compot1,/scratch/pdoshi/audio_comp/birdclef_audio/compot1_0240.wav,240,Common Potoo,iNat,Unknown,10.0,2,0
compot1,/scratch/pdoshi/audio_comp/birdclef_audio/compot1_0241.wav,241,Common Potoo,iNat,Unknown,10.0,2,1
compot1,/scratch/pdoshi/audio_comp/birdclef_audio/compot1_0242.wav,242,Common Potoo,XC,Brice de la Croix,119.982,23,2
compot1,/scratch/pdoshi/audio_comp/birdclef_audio/compot1_0243.wav,243,Common Potoo,iNat,Unknown,10.0,2,3
compot1,/scratch/pdoshi/audio_comp/birdclef_audio/compot1_0244.wav,244,Common Potoo,XC,Mauricio Álvarez-Rebolledo (Colección de Sonidos Ambientales - Instituto Humboldt),96.236,19,4
compot1,/scratch/pdoshi/audio_comp/birdclef_audio/compot1_0245.wav,245,Common Potoo,XC,JAYRSON ARAUJO DE OLIVEIRA,6.586,1,0
compot1,/scratch/pdoshi/audio_comp/birdclef_audio/compot1_0246.wav,246,Common Potoo,iNat,Unknown,10.0,2,1
compot1,/scratch/pdoshi/audio_comp/birdclef_audio/compot1_0247.wav,247,Common Potoo,XC,Luis Seko Pradier,8.594,1,2
compot1,/scratch/pdoshi/audio_comp/birdclef_audio/compot1_0248.wav,248,Common Potoo,XC,John V. Moore,21.458,4,3
compot1,/scratch/pdoshi/audio_comp/birdclef_audio/compot1_0249.wav,249,Common Potoo,iNat,Unknown,10.0,2,4
compot1,/scratch/pdoshi/audio_comp/birdclef_audio/compot1_0250.wav,250,Common Potoo,iNat,Unknown,10.0,2,0
compot1,/scratch/pdoshi/audio_comp/birdclef_audio/compot1_0251.wav,251,Common Potoo,XC,Hotel Tinamu,47.262,9,1
compot1,/scratch/pdoshi/audio_comp/birdclef_audio/compot1_0252.wav,252,Common Potoo,XC,Jerome Fischer,5.254,1,2
compot1,/scratch/pdoshi/audio_comp/birdclef_audio/compot1_0253.wav,253,Common Potoo,iNat,Unknown,60.946,12,3
compot1,/scratch/pdoshi/audio_comp/birdclef_audio/compot1_0254.wav,254,Common Potoo,iNat,Unknown,10.0,2,4
compot1,/scratch/pdoshi/audio_comp/birdclef_audio/compot1_0255.wav,255,Common Potoo,XC,Jerome Fischer,23.658,4,0
compot1,/scratch/pdoshi/audio_comp/birdclef_audio/compot1_0256.wav,256,Common Potoo,XC,Alejandro Pinto-Gómez,15.702,3,1
compot1,/scratch/pdoshi/audio_comp/birdclef_audio/compot1_0257.wav,257,Common Potoo,XC,Pedro Rinaldi,37.09,7,2
compot1,/scratch/pdoshi/audio_comp/birdclef_audio/compot1_0258.wav,258,Common Potoo,XC,Mauricio Álvarez-Rebolledo (Colección de Sonidos Ambientales - Instituto Humboldt),23.042,4,3
compot1,/scratch/pdoshi/audio_comp/birdclef_audio/compot1_0259.wav,259,Common Potoo,iNat,Unknown,10.0,2,4
cotfly1,/scratch/pdoshi/audio_comp/birdclef_audio/cotfly1_0260.wav,260,Common Tody-Flycatcher,iNat,Francisco Dubón,28.684,5,0
cotfly1,/scratch/pdoshi/audio_comp/birdclef_audio/cotfly1_0261.wav,261,Common Tody-Flycatcher,iNat,David Monroy R,27.11,5,1
cotfly1,/scratch/pdoshi/audio_comp/birdclef_audio/cotfly1_0262.wav,262,Common Tody-Flycatcher,XC,Caio Brito,9.13,1,2
cotfly1,/scratch/pdoshi/audio_comp/birdclef_audio/cotfly1_0263.wav,263,Common Tody-Flycatcher,XC,Sue Riffe,10.45,2,3
cotfly1,/scratch/pdoshi/audio_comp/birdclef_audio/cotfly1_0264.wav,264,Common Tody-Flycatcher,XC,Francisco Dubon,28.712,5,4
cotfly1,/scratch/pdoshi/audio_comp/birdclef_audio/cotfly1_0265.wav,265,Common Tody-Flycatcher,XC,Nick Komar,15.054,3,0
cotfly1,/scratch/pdoshi/audio_comp/birdclef_audio/cotfly1_0266.wav,266,Common Tody-Flycatcher,XC,Dante Buzzetti,14.014,2,1
cotfly1,/scratch/pdoshi/audio_comp/birdclef_audio/cotfly1_0267.wav,267,Common Tody-Flycatcher,XC,GABRIEL LEITE,9.05,1,2
cotfly1,/scratch/pdoshi/audio_comp/birdclef_audio/cotfly1_0268.wav,268,Common Tody-Flycatcher,XC,Allen T. Chartier,6.088,1,3
cotfly1,/scratch/pdoshi/audio_comp/birdclef_audio/cotfly1_0269.wav,269,Common Tody-Flycatcher,XC,Jerome Fischer,8.014,1,4
cotfly1,/scratch/pdoshi/audio_comp/birdclef_audio/cotfly1_0270.wav,270,Common Tody-Flycatcher,iNat,Maksymilian Wojtkiewicz,4.64,1,0
cotfly1,/scratch/pdoshi/audio_comp/birdclef_audio/cotfly1_0271.wav,271,Common Tody-Flycatcher,XC,Mike Nelson,22.832,4,1
cotfly1,/scratch/pdoshi/audio_comp/birdclef_audio/cotfly1_0272.wav,272,Common Tody-Flycatcher,XC,Paul Driver,5.674,1,2
cotfly1,/scratch/pdoshi/audio_comp/birdclef_audio/cotfly1_0273.wav,273,Common Tody-Flycatcher,iNat,Esteban Villa Restrepo,7.862,1,3
cotfly1,/scratch/pdoshi/audio_comp/birdclef_audio/cotfly1_0274.wav,274,Common Tody-Flycatcher,XC,Jeremy Minns,49.774,9,4
cotfly1,/scratch/pdoshi/audio_comp/birdclef_audio/cotfly1_0275.wav,275,Common Tody-Flycatcher,XC,Jerome Fischer,10.586,2,0
cotfly1,/scratch/pdoshi/audio_comp/birdclef_audio/cotfly1_0276.wav,276,Common Tody-Flycatcher,XC,Jerome Fischer,35.202,7,1
cotfly1,/scratch/pdoshi/audio_comp/birdclef_audio/cotfly1_0277.wav,277,Common Tody-Flycatcher,XC,Mario Trejo,28.854,5,2
cotfly1,/scratch/pdoshi/audio_comp/birdclef_audio/cotfly1_0278.wav,278,Common Tody-Flycatcher,XC,Jerome Fischer,8.322,1,3
cotfly1,/scratch/pdoshi/audio_comp/birdclef_audio/cotfly1_0279.wav,279,Common Tody-Flycatcher,XC,Fernando Igor de Godoy,6.874,1,4
creoro1,/scratch/pdoshi/audio_comp/birdclef_audio/creoro1_0280.wav,280,Crested Oropendola,iNat,Daniel Duarte,36.498,7,0
creoro1,/scratch/pdoshi/audio_comp/birdclef_audio/creoro1_0281.wav,281,Crested Oropendola,XC,Albert Lastukhin,132.232,26,1
creoro1,/scratch/pdoshi/audio_comp/birdclef_audio/creoro1_0282.wav,282,Crested Oropendola,XC,Martin St-Michel,11.454,2,2
creoro1,/scratch/pdoshi/audio_comp/birdclef_audio/creoro1_0283.wav,283,Crested Oropendola,XC,Oswaldo Cortes,29.226,5,3
creoro1,/scratch/pdoshi/audio_comp/birdclef_audio/creoro1_0284.wav,284,Crested Oropendola,XC,Bernabe Lopez-Lanus,23.542,4,4
creoro1,/scratch/pdoshi/audio_comp/birdclef_audio/creoro1_0285.wav,285,Crested Oropendola,XC,Bobby Wilcox,11.93,2,0
creoro1,/scratch/pdoshi/audio_comp/birdclef_audio/creoro1_0286.wav,286,Crested Oropendola,XC,Mauricio Álvarez-Rebolledo,46.618,9,1
creoro1,/scratch/pdoshi/audio_comp/birdclef_audio/creoro1_0287.wav,287,Crested Oropendola,iNat,Alejandro Luy,51.542,10,2
creoro1,/scratch/pdoshi/audio_comp/birdclef_audio/creoro1_0288.wav,288,Crested Oropendola,XC,Dante Buzzetti,42.91,8,3
creoro1,/scratch/pdoshi/audio_comp/birdclef_audio/creoro1_0289.wav,289,Crested Oropendola,XC,Oscar Humberto Marín Gómez,36.006,7,4
creoro1,/scratch/pdoshi/audio_comp/birdclef_audio/creoro1_0290.wav,290,Crested Oropendola,XC,Brice de la Croix,20.298,4,0
creoro1,/scratch/pdoshi/audio_comp/birdclef_audio/creoro1_0291.wav,291,Crested Oropendola,XC,Yair G. Molina M.,94.226,18,1
creoro1,/scratch/pdoshi/audio_comp/birdclef_audio/creoro1_0292.wav,292,Crested Oropendola,iNat,Katharina,20.67,4,2
creoro1,/scratch/pdoshi/audio_comp/birdclef_audio/creoro1_0293.wav,293,Crested Oropendola,XC,Luis Pradier,8.358,1,3
creoro1,/scratch/pdoshi/audio_comp/birdclef_audio/creoro1_0294.wav,294,Crested Oropendola,XC,Gary Stiles (Colección de Sonidos Ambientales - Instituto Humboldt),57.17,11,4
creoro1,/scratch/pdoshi/audio_comp/birdclef_audio/creoro1_0295.wav,295,Crested Oropendola,XC,Jerome Fischer,9.842,1,0
creoro1,/scratch/pdoshi/audio_comp/birdclef_audio/creoro1_0296.wav,296,Crested Oropendola,XC,JAYRSON ARAUJO DE OLIVEIRA,3.426,1,1
creoro1,/scratch/pdoshi/audio_comp/birdclef_audio/creoro1_0297.wav,297,Crested Oropendola,iNat,Joe RoCa,9.56,1,2
creoro1,/scratch/pdoshi/audio_comp/birdclef_audio/creoro1_0298.wav,298,Crested Oropendola,XC,Ross Gallardy,17.686,3,3
creoro1,/scratch/pdoshi/audio_comp/birdclef_audio/creoro1_0299.wav,299,Crested Oropendola,XC,Blair Jollands,4.99,1,4
greegr,/scratch/pdoshi/audio_comp/birdclef_audio/greegr_0300.wav,300,Great Egret,XC,Dilip KG,18.25,3,0
greegr,/scratch/pdoshi/audio_comp/birdclef_audio/greegr_0301.wav,301,Great Egret,XC,Aitor Zabala,94.666,18,1
greegr,/scratch/pdoshi/audio_comp/birdclef_audio/greegr_0302.wav,302,Great Egret,XC,Oscar Campbell,45.082,9,2
greegr,/scratch/pdoshi/audio_comp/birdclef_audio/greegr_0303.wav,303,Great Egret,XC,Leo,16.034,3,3
greegr,/scratch/pdoshi/audio_comp/birdclef_audio/greegr_0304.wav,304,Great Egret,iNat,Christopher Hensel,2.398,1,4
greegr,/scratch/pdoshi/audio_comp/birdclef_audio/greegr_0305.wav,305,Great Egret,XC,Paul Marvin,5.698,1,0
greegr,/scratch/pdoshi/audio_comp/birdclef_audio/greegr_0306.wav,306,Great Egret,iNat,Unknown,10.642,2,1
greegr,/scratch/pdoshi/audio_comp/birdclef_audio/greegr_0307.wav,307,Great Egret,XC,Dan Lane,8.382,1,2
greegr,/scratch/pdoshi/audio_comp/birdclef_audio/greegr_0308.wav,308,Great Egret,XC,JAYRSON ARAUJO DE OLIVEIRA,3.448,1,3
greegr,/scratch/pdoshi/audio_comp/birdclef_audio/greegr_0309.wav,309,Great Egret,iNat,Benjamin Schmid,4.59,1,4
greegr,/scratch/pdoshi/audio_comp/birdclef_audio/greegr_0310.wav,310,Great Egret,XC,JAYRSON ARAUJO DE OLIVEIRA,18.964,3,0
greegr,/scratch/pdoshi/audio_comp/birdclef_audio/greegr_0311.wav,311,Great Egret,XC,Mark Plummer,5.998,1,1
greegr,/scratch/pdoshi/audio_comp/birdclef_audio/greegr_0312.wav,312,Great Egret,XC,Francisco contreras,7.622,1,2
greegr,/scratch/pdoshi/audio_comp/birdclef_audio/greegr_0313.wav,313,Great Egret,XC,Albert Lastukhin,15.336,3,3
greegr,/scratch/pdoshi/audio_comp/birdclef_audio/greegr_0314.wav,314,Great Egret,XC,Rosendo Manuel Fraga,29.278,5,4
greegr,/scratch/pdoshi/audio_comp/birdclef_audio/greegr_0315.wav,315,Great Egret,XC,Antonio Xeira,2.578,1,0
greegr,/scratch/pdoshi/audio_comp/birdclef_audio/greegr_0316.wav,316,Great Egret,XC,Pedro Rinaldi,13.422,2,1
greegr,/scratch/pdoshi/audio_comp/birdclef_audio/greegr_0317.wav,317,Great Egret,XC,Paul Marvin,15.342,3,2
greegr,/scratch/pdoshi/audio_comp/birdclef_audio/greegr_0318.wav,318,Great Egret,XC,Richard E. Webster,21.058,4,3
greegr,/scratch/pdoshi/audio_comp/birdclef_audio/greegr_0319.wav,319,Great Egret,XC,Maarten Sluijter,52.67,10,4
grekis,/scratch/pdoshi/audio_comp/birdclef_audio/grekis_0320.wav,320,Great Kiskadee,XC,Leonardo Ordóñez-Delgado,103.814,20,0
grekis,/scratch/pdoshi/audio_comp/birdclef_audio/grekis_0321.wav,321,Great Kiskadee,iNat,Dean Thompson,4.584,1,1
grekis,/scratch/pdoshi/audio_comp/birdclef_audio/grekis_0322.wav,322,Great Kiskadee,iNat,Juan Carlos Pérez Magaña,62.984,12,2
grekis,/scratch/pdoshi/audio_comp/birdclef_audio/grekis_0323.wav,323,Great Kiskadee,XC,Bernabe Lopez-Lanus,6.21,1,3
grekis,/scratch/pdoshi/audio_comp/birdclef_audio/grekis_0324.wav,324,Great Kiskadee,XC,Guillermo Treboux,4.254,1,4
grekis,/scratch/pdoshi/audio_comp/birdclef_audio/grekis_0325.wav,325,Great Kiskadee,XC,Franco Vushurovich,6.47,1,0
grekis,/scratch/pdoshi/audio_comp/birdclef_audio/grekis_0326.wav,326,Great Kiskadee,iNat,Maria de Fátima,138.394,27,1
grekis,/scratch/pdoshi/audio_comp/birdclef_audio/grekis_0327.wav,327,Great Kiskadee,iNat,Eduardo Luis Beltrocco,21.086,4,2
grekis,/scratch/pdoshi/audio_comp/birdclef_audio/grekis_0328.wav,328,Great Kiskadee,iNat,Moses Michelsohn,3.334,1,3
grekis,/scratch/pdoshi/audio_comp/birdclef_audio/grekis_0329.wav,329,Great Kiskadee,XC,Fernando Igor de Godoy,27.246,5,4
grekis,/scratch/pdoshi/audio_comp/birdclef_audio/grekis_0330.wav,330,Great Kiskadee,XC,Oscar H. Marín-Gómez,63.846,12,0
grekis,/scratch/pdoshi/audio_comp/birdclef_audio/grekis_0331.wav,331,Great Kiskadee,XC,Wim Jacobs,21.004,4,1
grekis,/scratch/pdoshi/audio_comp/birdclef_audio/grekis_0332.wav,332,Great Kiskadee,iNat,Jean Martins,2.906,1,2
grekis,/scratch/pdoshi/audio_comp/birdclef_audio/grekis_0333.wav,333,Great Kiskadee,iNat,Steven Mlodinow,20.51,4,3
grekis,/scratch/pdoshi/audio_comp/birdclef_audio/grekis_0334.wav,334,Great Kiskadee,XC,Manuel Grosselet,8.958,1,4
grekis,/scratch/pdoshi/audio_comp/birdclef_audio/grekis_0335.wav,335,Great Kiskadee,XC,Fernando Igor de Godoy,11.454,2,0
grekis,/scratch/pdoshi/audio_comp/birdclef_audio/grekis_0336.wav,336,Great Kiskadee,iNat,Efraín Octavio Aguilar Pérez,11.53,2,1
grekis,/scratch/pdoshi/audio_comp/birdclef_audio/grekis_0337.wav,337,Great Kiskadee,XC,Manuel Grosselet,50.05,10,2
grekis,/scratch/pdoshi/audio_comp/birdclef_audio/grekis_0338.wav,338,Great Kiskadee,iNat,Alejandro Luy,34.698,6,3
grekis,/scratch/pdoshi/audio_comp/birdclef_audio/grekis_0339.wav,339,Great Kiskadee,XC,Arthur Gomes,25.202,5,4
gycwor1,/scratch/pdoshi/audio_comp/birdclef_audio/gycwor1_0340.wav,340,Gray-cowled Wood-Rail,XC,Richard Dunn,61.39,12,0
gycwor1,/scratch/pdoshi/audio_comp/birdclef_audio/gycwor1_0341.wav,341,Gray-cowled Wood-Rail,XC,Joseph Tobias and Nathalie Seddon,26.322,5,1
gycwor1,/scratch/pdoshi/audio_comp/birdclef_audio/gycwor1_0342.wav,342,Gray-cowled Wood-Rail,XC,Jeremy Minns,89.994,17,2
gycwor1,/scratch/pdoshi/audio_comp/birdclef_audio/gycwor1_0343.wav,343,Gray-cowled Wood-Rail,XC,Lucas Lombardo,13.976,2,3
gycwor1,/scratch/pdoshi/audio_comp/birdclef_audio/gycwor1_0344.wav,344,Gray-cowled Wood-Rail,XC,GABRIEL LEITE,31.448,6,4
gycwor1,/scratch/pdoshi/audio_comp/birdclef_audio/gycwor1_0345.wav,345,Gray-cowled Wood-Rail,XC,Ricardo Gagliardi,39.686,7,0
gycwor1,/scratch/pdoshi/audio_comp/birdclef_audio/gycwor1_0346.wav,346,Gray-cowled Wood-Rail,XC,Miguel Angel Muñoz Amaya,43.086,8,1
gycwor1,/scratch/pdoshi/audio_comp/birdclef_audio/gycwor1_0347.wav,347,Gray-cowled Wood-Rail,XC,Marcos E. Sosa,16.394,3,2
gycwor1,/scratch/pdoshi/audio_comp/birdclef_audio/gycwor1_0348.wav,348,Gray-cowled Wood-Rail,iNat,Pablo Demaio,44.138,8,3
gycwor1,/scratch/pdoshi/audio_comp/birdclef_audio/gycwor1_0349.wav,349,Gray-cowled Wood-Rail,iNat,Giovanna Roque de Castro,42.762,8,4
gycwor1,/scratch/pdoshi/audio_comp/birdclef_audio/gycwor1_0350.wav,350,Gray-cowled Wood-Rail,XC,Javier Ricardo Salamanca-Reyes,46.004,9,0
gycwor1,/scratch/pdoshi/audio_comp/birdclef_audio/gycwor1_0351.wav,351,Gray-cowled Wood-Rail,iNat,Unknown,15.942,3,1
gycwor1,/scratch/pdoshi/audio_comp/birdclef_audio/gycwor1_0352.wav,352,Gray-cowled Wood-Rail,iNat,José Valério,7.334,1,2
gycwor1,/scratch/pdoshi/audio_comp/birdclef_audio/gycwor1_0353.wav,353,Gray-cowled Wood-Rail,iNat,Unknown,43.754,8,3
gycwor1,/scratch/pdoshi/audio_comp/birdclef_audio/gycwor1_0354.wav,354,Gray-cowled Wood-Rail,XC,GABRIEL LEITE,13.796,2,4
gycwor1,/scratch/pdoshi/audio_comp/birdclef_audio/gycwor1_0355.wav,355,Gray-cowled Wood-Rail,iNat,Mariano Ordano,33.606,6,0
gycwor1,/scratch/pdoshi/audio_comp/birdclef_audio/gycwor1_0356.wav,356,Gray-cowled Wood-Rail,iNat,Tomás Carranza Perales,20.938,4,1
gycwor1,/scratch/pdoshi/audio_comp/birdclef_audio/gycwor1_0357.wav,357,Gray-cowled Wood-Rail,XC,JAYRSON ARAUJO DE OLIVEIRA,64.254,12,2
gycwor1,/scratch/pdoshi/audio_comp/birdclef_audio/gycwor1_0358.wav,358,Gray-cowled Wood-Rail,iNat,Horacio Alberto Garcia,8.184,1,3
gycwor1,/scratch/pdoshi/audio_comp/birdclef_audio/gycwor1_0359.wav,359,Gray-cowled Wood-Rail,XC,lewis heriz,20.614,4,4
laufal1,/scratch/pdoshi/audio_comp/birdclef_audio/laufal1_0360.wav,360,Laughing Falcon,iNat,Mabelin,5.806,1,0
laufal1,/scratch/pdoshi/audio_comp/birdclef_audio/laufal1_0361.wav,361,Laughing Falcon,XC,John V. Moore,39.186,7,1
laufal1,/scratch/pdoshi/audio_comp/birdclef_audio/laufal1_0362.wav,362,Laughing Falcon,XC,Brice de la Croix,14.422,2,2
laufal1,/scratch/pdoshi/audio_comp/birdclef_audio/laufal1_0363.wav,363,Laughing Falcon,XC,Niels Krabbe,168.778,33,3
