clip_id,category,source_dataset,license,path,sample_rate,duration_sec
fma_small/094422,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__094422.wav,44100,29.977
fma_small/038893,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__038893.wav,44100,29.977
fma_small/058212,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__058212.wav,44100,29.977
fma_small/081436,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__081436.wav,44100,29.977
fma_small/131986,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__131986.wav,44100,30.003
fma_small/096901,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__096901.wav,44100,29.977
fma_small/107852,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__107852.wav,44100,30.003
fma_small/130945,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__130945.wav,44100,29.977
fma_small/133434,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__133434.wav,44100,29.977
fma_small/121452,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__121452.wav,44100,30.003
fma_small/108307,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__108307.wav,44100,30.003
fma_small/054031,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__054031.wav,44100,29.977
fma_small/047826,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__047826.wav,44100,29.977
fma_small/098581,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__098581.wav,44100,29.977
fma_small/125237,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__125237.wav,44100,30.003
fma_small/122398,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__122398.wav,44100,29.977
fma_small/038522,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__038522.wav,44100,29.977
fma_small/074002,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__074002.wav,44100,30.003
fma_small/063043,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__063043.wav,44100,29.977
fma_small/004782,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__004782.wav,44100,30.003
fma_small/087362,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__087362.wav,44100,30.003
fma_small/125722,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__125722.wav,44100,30.003
fma_small/032439,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__032439.wav,44100,29.977
fma_small/148131,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__148131.wav,44100,29.977
fma_small/092874,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__092874.wav,44100,29.977
fma_small/015542,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__015542.wav,44100,29.977
fma_small/141876,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__141876.wav,44100,30.003
fma_small/110691,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__110691.wav,44100,30.003
fma_small/081638,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__081638.wav,44100,30.003
fma_small/058333,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__058333.wav,44100,30.003
fma_small/061493,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__061493.wav,44100,29.977
fma_small/026007,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__026007.wav,44100,29.977
fma_small/133551,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__133551.wav,44100,30.003
fma_small/012188,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__012188.wav,44100,29.977
fma_small/107805,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__107805.wav,44100,30.003
fma_small/037920,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__037920.wav,44100,30.003
fma_small/040985,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__040985.wav,44100,30.003
fma_small/110230,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__110230.wav,44100,29.977
fma_small/128504,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__128504.wav,44100,30.003
fma_small/127290,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__127290.wav,44100,30.003
fma_small/029587,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__029587.wav,44100,30.003
fma_small/053228,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__053228.wav,44100,30.003
fma_small/145074,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__145074.wav,44100,29.977
fma_small/126782,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__126782.wav,44100,29.977
fma_small/093868,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__093868.wav,48000,29.989
fma_small/092952,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__092952.wav,44100,29.977
fma_small/129972,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__129972.wav,44100,30.003
fma_small/060776,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__060776.wav,44100,30.003
fma_small/120317,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__120317.wav,44100,30.003
fma_small/126673,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__126673.wav,44100,29.977
fma_small/012173,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__012173.wav,44100,29.977
fma_small/042475,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__042475.wav,44100,29.977
fma_small/000995,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__000995.wav,44100,30.003
fma_small/148517,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__148517.wav,44100,29.977
fma_small/094037,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__094037.wav,44100,29.977
fma_small/024717,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__024717.wav,44100,29.977
fma_small/004233,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__004233.wav,44100,30.003
fma_small/031389,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__031389.wav,44100,29.977
fma_small/051004,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__051004.wav,44100,30.003
fma_small/119993,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__119993.wav,44100,30.003
fma_small/059448,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__059448.wav,44100,29.977
fma_small/071513,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__071513.wav,44100,29.977
fma_small/054033,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__054033.wav,44100,29.977
fma_small/039660,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__039660.wav,44100,29.977
fma_small/053576,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__053576.wav,44100,29.977
fma_small/097987,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__097987.wav,44100,29.977
fma_small/127266,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__127266.wav,44100,30.003
fma_small/104227,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__104227.wav,44100,29.977
fma_small/128476,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__128476.wav,44100,29.977
fma_small/010485,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__010485.wav,44100,29.977
fma_small/109971,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__109971.wav,44100,29.977
fma_small/142568,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__142568.wav,44100,29.977
fma_small/044821,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__044821.wav,44100,29.977
fma_small/114430,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__114430.wav,44100,29.977
fma_small/006782,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__006782.wav,44100,30.003
fma_small/073561,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__073561.wav,44100,29.977
fma_small/139110,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__139110.wav,48000,29.989
fma_small/001680,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__001680.wav,44100,29.977
fma_small/059682,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__059682.wav,44100,30.003
fma_small/145607,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__145607.wav,44100,30.003
fma_small/012349,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__012349.wav,44100,29.977
fma_small/152543,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__152543.wav,44100,30.003
fma_small/137719,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__137719.wav,44100,29.977
fma_small/004017,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__004017.wav,44100,29.977
fma_small/063755,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__063755.wav,44100,29.977
fma_small/129876,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__129876.wav,44100,30.003
fma_small/114396,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__114396.wav,44100,29.977
fma_small/112252,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__112252.wav,44100,30.003
fma_small/141173,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__141173.wav,48000,29.989
fma_small/075929,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__075929.wav,44100,29.977
fma_small/131978,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__131978.wav,44100,29.977
fma_small/122085,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__122085.wav,48000,29.989
fma_small/070426,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__070426.wav,44100,29.977
fma_small/069798,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__069798.wav,44100,30.003
fma_small/138069,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__138069.wav,44100,30.003
fma_small/075932,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__075932.wav,44100,29.977
fma_small/040245,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__040245.wav,44100,29.977
fma_small/104282,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__104282.wav,44100,29.977
fma_small/020667,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__020667.wav,44100,29.977
fma_small/029045,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__029045.wav,44100,29.977
fma_small/007011,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__007011.wav,44100,29.977
fma_small/110450,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__110450.wav,44100,29.977
fma_small/133455,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__133455.wav,44100,29.977
fma_small/118484,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__118484.wav,44100,29.977
fma_small/012348,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__012348.wav,44100,29.977
fma_small/036992,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__036992.wav,44100,29.977
fma_small/035008,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__035008.wav,44100,30.003
fma_small/091164,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__091164.wav,44100,30.003
fma_small/126944,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__126944.wav,44100,29.977
fma_small/027866,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__027866.wav,44100,30.003
fma_small/046058,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__046058.wav,44100,29.977
fma_small/118955,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__118955.wav,48000,29.989
fma_small/000892,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__000892.wav,44100,29.977
fma_small/003725,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__003725.wav,44100,29.977
fma_small/143300,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__143300.wav,44100,30.003
fma_small/065038,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__065038.wav,44100,29.977
fma_small/069781,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__069781.wav,44100,29.977
fma_small/136320,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__136320.wav,44100,30.003
fma_small/084788,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__084788.wav,44100,30.003
fma_small/123333,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__123333.wav,44100,30.003
fma_small/146968,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__146968.wav,44100,29.977
fma_small/111994,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__111994.wav,44100,30.003
fma_small/006373,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__006373.wav,44100,30.003
fma_small/087322,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__087322.wav,44100,30.003
fma_small/107949,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__107949.wav,44100,29.977
fma_small/000182,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__000182.wav,44100,30.003
fma_small/111819,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__111819.wav,44100,29.977
fma_small/124409,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__124409.wav,44100,30.003
fma_small/129997,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__129997.wav,44100,29.977
fma_small/091102,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__091102.wav,44100,29.977
fma_small/061453,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__061453.wav,44100,29.977
fma_small/053159,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__053159.wav,44100,29.977
fma_small/112584,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__112584.wav,44100,29.977
fma_small/024983,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__024983.wav,44100,29.977
fma_small/106568,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__106568.wav,44100,30.003
fma_small/057078,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__057078.wav,44100,30.003
fma_small/117942,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__117942.wav,44100,30.003
fma_small/060476,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__060476.wav,44100,30.003
fma_small/024427,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__024427.wav,44100,30.003
fma_small/120776,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__120776.wav,44100,29.977
fma_small/085839,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__085839.wav,44100,29.977
fma_small/059725,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__059725.wav,44100,29.977
fma_small/126224,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__126224.wav,44100,29.977
fma_small/129683,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__129683.wav,44100,29.977
fma_small/109687,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__109687.wav,44100,30.003
fma_small/137725,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__137725.wav,44100,29.977
fma_small/086259,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__086259.wav,44100,29.977
fma_small/118062,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__118062.wav,48000,29.989
fma_small/058053,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__058053.wav,44100,30.003
fma_small/083440,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__083440.wav,44100,30.003
fma_small/122399,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__122399.wav,44100,30.003
fma_small/138022,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__138022.wav,44100,30.003
fma_small/126289,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__126289.wav,44100,30.003
fma_small/118196,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__118196.wav,44100,29.977
fma_small/130016,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__130016.wav,44100,29.977
fma_small/085438,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__085438.wav,44100,29.977
fma_small/108023,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__108023.wav,44100,29.977
fma_small/013474,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__013474.wav,44100,29.977
fma_small/125721,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__125721.wav,44100,29.977
fma_small/010682,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__010682.wav,44100,30.003
fma_small/142079,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__142079.wav,44100,30.003
fma_small/076071,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__076071.wav,44100,30.003
fma_small/141297,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__141297.wav,44100,29.977
fma_small/087190,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__087190.wav,44100,29.977
fma_small/116446,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__116446.wav,44100,30.003
fma_small/062007,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__062007.wav,48000,29.989
fma_small/024430,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__024430.wav,44100,30.003
fma_small/017499,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__017499.wav,44100,29.977
fma_small/049844,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__049844.wav,44100,29.977
fma_small/003721,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__003721.wav,44100,29.977
fma_small/031043,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__031043.wav,44100,29.977
fma_small/062190,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__062190.wav,44100,30.003
fma_small/108302,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__108302.wav,44100,30.003
fma_small/137716,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__137716.wav,48000,29.989
fma_small/114245,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__114245.wav,44100,29.977
fma_small/021400,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__021400.wav,44100,29.977
fma_small/119545,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__119545.wav,44100,29.977
fma_small/082631,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__082631.wav,44100,29.977
fma_small/122082,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__122082.wav,48000,29.989
fma_small/057417,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__057417.wav,48000,29.989
fma_small/017496,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__017496.wav,44100,29.977
fma_small/046726,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__046726.wav,44100,30.003
fma_small/066782,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__066782.wav,44100,30.003
fma_small/065076,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__065076.wav,44100,30.003
fma_small/087107,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__087107.wav,44100,29.977
fma_small/099391,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__099391.wav,44100,29.977
fma_small/012691,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__012691.wav,44100,30.003
fma_small/049476,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__049476.wav,44100,30.003
fma_small/058170,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__058170.wav,44100,29.977
fma_small/124891,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__124891.wav,44100,30.003
fma_small/040903,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__040903.wav,44100,30.003
fma_small/075430,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__075430.wav,44100,30.003
fma_small/011788,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__011788.wav,44100,30.003
fma_small/001544,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__001544.wav,44100,30.003
fma_small/040908,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__040908.wav,44100,29.977
fma_small/118671,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__118671.wav,44100,29.977
fma_small/075194,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__075194.wav,44100,30.003
fma_small/014736,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__014736.wav,44100,30.003
fma_small/001891,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__001891.wav,44100,29.977
fma_small/110743,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__110743.wav,44100,30.003
fma_small/123505,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__123505.wav,44100,29.977
fma_small/055119,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__055119.wav,44100,29.977
fma_small/068356,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__068356.wav,44100,30.003
fma_small/003896,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__003896.wav,44100,29.977
fma_small/108504,music,fma_small,"CC-BY family (per-track, see fma_metadata/tracks.csv)",probe_set/music/fma_small__108504.wav,44100,29.977
